ID Industry Sector,Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,ID Industry Group,Industry Group,ID Year,Year,ID Nation,Nation,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Industry Group,Geography,ID Geography,Slug Geography
928110,Active Duty Military,928110,Active Duty Military,928110P7,Military Reserves or National Guard,2018,2018,01000US,United States,TRUE,TRUE,1112,818.6786655,55922.95594,32242.1539,12,military-reserves-or-national-guard,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,485M,Bus service & urban transit,2018,2018,01000US,United States,TRUE,TRUE,60238,6015.4451,52794.09942,4616.544051,562,bus-service-urban-transit,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",11,"Agriculture, Forestry, Fishing, & Hunting",111,Farming,2018,2018,01000US,United States,TRUE,TRUE,265932,12565.04075,30839.99795,1792.351354,2085,farming,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,4853,Taxi & limousine service,2018,2018,01000US,United States,TRUE,TRUE,65415,6267.686389,35305.79861,4636.897493,580,taxi-limousine-service,California,04000US06,california
928110,Active Duty Military,928110,Active Duty Military,928110P6,U. S. Armed Forces: Branch Not Specified,2018,2018,01000US,United States,TRUE,TRUE,7366,2106.686862,60409.6439,13063.56099,85,u-s-armed-forces-branch-not-specified,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,486,Pipeline transportation,2018,2018,01000US,United States,TRUE,TRUE,1730,1021.119402,88992.66821,17395.80653,21,pipeline-transportation,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",11,"Agriculture, Forestry, Fishing, & Hunting",112,Animal production & aquaculture,2018,2018,01000US,United States,TRUE,TRUE,35977,4652.048374,34882.03697,3573.392411,328,animal-production-aquaculture,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,484,Truck transportation,2018,2018,01000US,United States,TRUE,TRUE,162531,9852.224174,49556.13698,2211.872037,1372,truck-transportation,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,487,Scenic & sightseeing transportation,2018,2018,01000US,United States,TRUE,TRUE,4124,1576.461435,42311.58972,10743.09721,37,scenic-sightseeing-transportation,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",11,"Agriculture, Forestry, Fishing, & Hunting",1133,Logging,2018,2018,01000US,United States,TRUE,TRUE,2924,1327.478425,55069.86183,41719.88457,34,logging,California,04000US06,california
928110,Active Duty Military,928110,Active Duty Military,928110P5,U. S Coast Guard,2018,2018,01000US,United States,TRUE,TRUE,2661,1266.381216,42927.17926,10650.81444,30,u-s-coast-guard,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,483,Water transportation,2018,2018,01000US,United States,TRUE,TRUE,7489,2124.195728,61404.16304,19673.5259,74,water-transportation,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,482,Rail transportation,2018,2018,01000US,United States,TRUE,TRUE,11391,2619.482595,73763.13045,7081.949278,119,rail-transportation,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",11,"Agriculture, Forestry, Fishing, & Hunting",113M,Forestry except logging,2018,2018,01000US,United States,TRUE,TRUE,4447,1637.018598,58335.16078,10646.86875,45,forestry-except-logging,California,04000US06,california
928110,Active Duty Military,928110,Active Duty Military,928110P4,U. S. Marines,2018,2018,01000US,United States,TRUE,TRUE,41921,5020.815773,36130.56172,3184.815486,514,u-s-marines,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,488,Services incidental to transportation,2018,2018,01000US,United States,TRUE,TRUE,133974,8952.21909,55037.02056,3223.137894,1164,services-incidental-to-transportation,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",11,"Agriculture, Forestry, Fishing, & Hunting",114,"Fishing, hunting & trapping",2018,2018,01000US,United States,TRUE,TRUE,3790,1511.289752,35514.13008,14626.506,38,fishing-hunting-trapping,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,481,Air transportation,2018,2018,01000US,United States,TRUE,TRUE,62875,6145.241332,76987.91676,8842.727768,601,air-transportation,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,491,Postal Service,2018,2018,01000US,United States,TRUE,TRUE,67409,6362.135379,51749.78352,2231.564973,699,postal-service,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",11,"Agriculture, Forestry, Fishing, & Hunting",115,Support activities for agriculture & forestry,2018,2018,01000US,United States,TRUE,TRUE,54450,5720.090086,24531.60591,2183.71815,412,support-activities-for-agriculture-forestry,California,04000US06,california
928110,Active Duty Military,928110,Active Duty Military,928110P3,U. S. Navy,2018,2018,01000US,United States,TRUE,TRUE,58089,5907.53046,51651.17389,3976.515722,621,u-s-navy,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",22,Utilities,22S,Not specified utilities,2018,2018,01000US,United States,TRUE,TRUE,2327,1184.252537,69557.14224,18929.85971,20,not-specified-utilities,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",22,Utilities,221MP,"Electric & gas, and other combinations",2018,2018,01000US,United States,TRUE,TRUE,23931,3795.426659,108376.581,7686.130069,246,electric-gas-and-other-combinations,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",21,"Mining, Quarrying, & Oil & Gas Extraction",211,Oil & gas extraction,2018,2018,01000US,United States,TRUE,TRUE,3670,1487.176934,147740.3229,57465.34697,33,oil-gas-extraction,California,04000US06,california
928110,Active Duty Military,928110,Active Duty Military,928110P2,U. S. Air Force,2018,2018,01000US,United States,TRUE,TRUE,13020,2800.399754,54713.94063,10901.02116,182,u-s-air-force,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,492,Couriers & messengers,2018,2018,01000US,United States,TRUE,TRUE,100888,7775.886588,40743.6617,2722.897229,885,couriers-messengers-492,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",21,"Mining, Quarrying, & Oil & Gas Extraction",2122,Metal ore mining,2018,2018,01000US,United States,TRUE,TRUE,1505,952.4112015,46345.18339,21351.61077,15,metal-ore-mining,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",22,Utilities,2213M,"Water, steam, air-conditioning, & irrigation systems",2018,2018,01000US,United States,TRUE,TRUE,38457,4809.377628,81082.3791,7153.77142,384,water-steam-air-conditioning-irrigation-systems,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",48-49,Transportation & Warehousing,493,Warehousing & storage,2018,2018,01000US,United States,TRUE,TRUE,145518,9326.864369,32047.91925,2359.211952,1168,warehousing-storage,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",21,"Mining, Quarrying, & Oil & Gas Extraction",2123,Nonmetallic mineral mining & quarrying,2018,2018,01000US,United States,TRUE,TRUE,4428,1633.518617,77531.04675,17813.87002,47,nonmetallic-mineral-mining-quarrying,California,04000US06,california
928110,Active Duty Military,928110,Active Duty Military,928110P1,U. S. Army,2018,2018,01000US,United States,TRUE,TRUE,6753,2017.158609,49894.8106,9196.16132,85,u-s-army,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",22,Utilities,22132,Sewage treatment facilities,2018,2018,01000US,United States,TRUE,TRUE,7757,2161.853267,77971.61506,10486.91342,86,sewage-treatment-facilities,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",22,Utilities,2212P,Natural gas distribution,2018,2018,01000US,United States,TRUE,TRUE,11894,2676.654809,84708.27417,9496.348685,116,natural-gas-distribution,California,04000US06,california
44156,"Agriculture, Forestry, Fishing and Hunting, and Mining",21,"Mining, Quarrying, & Oil & Gas Extraction",213,Support activities for mining,2018,2018,01000US,United States,TRUE,TRUE,16910,3191.085573,71645.29811,10820.95521,145,support-activities-for-mining,California,04000US06,california
92,Public Administration,92,Public Administration,92MP,"Justice, public order, & safety activities ",2018,2018,01000US,United States,TRUE,TRUE,304983,13440.89381,89141.55589,2608.8556,3067,justice-public-order-safety-activities-,California,04000US06,california
51,Information,51,Information,51111,Newspaper publishers,2018,2018,01000US,United States,TRUE,TRUE,11393,2619.712397,55790.80409,12834.02717,129,newspaper-publishers,California,04000US06,california
23,Construction,23,Construction,23,Construction,2018,2018,01000US,United States,TRUE,TRUE,1045596,24349.94756,59115.67083,1481.273624,8815,construction-23,California,04000US06,california
"48-49, 22","Transportation & Warehousing, and Utilities",22,Utilities,2211P,"Electric power generation, transmission & distribution",2018,2018,01000US,United States,TRUE,TRUE,41723,5008.972815,101408.5656,9024.088621,415,electric-power-generation-transmission-distribution,California,04000US06,california
51,Information,51,Information,5111Z,"Periodical, book, & directory publishers",2018,2018,01000US,United States,TRUE,TRUE,19474,3424.227863,79375.32387,14647.09102,200,periodical-book-directory-publishers,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3113,Sugar & confectionery products,2018,2018,01000US,United States,TRUE,TRUE,11949,2682.832156,40085.85605,8925.362173,92,sugar-confectionery-products,California,04000US06,california
92,Public Administration,92,Public Administration,92M2,Administration of economic programs & space research,2018,2018,01000US,United States,TRUE,TRUE,50949,5533.691629,76583.64029,4862.155564,521,administration-of-economic-programs-space-research,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4MS,Not specified retail trade,2018,2018,01000US,United States,TRUE,TRUE,72959,6617.818567,42405.02844,5599.954684,613,not-specified-retail-trade,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,45439,Other direct selling establishments,2018,2018,01000US,United States,TRUE,TRUE,11759,2661.431278,38837.54707,12136.21708,125,other-direct-selling-establishments,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3114,Fruit & vegetable preserving & specialty food manufacturing,2018,2018,01000US,United States,TRUE,TRUE,28949,4173.833724,46952.32771,9146.186461,247,fruit-vegetable-preserving-specialty-food-manufacturing,California,04000US06,california
92,Public Administration,92,Public Administration,92M1,Administration of environmental quality & housing programs,2018,2018,01000US,United States,TRUE,TRUE,26768,4013.776572,72526.37339,5760.94075,307,administration-of-environmental-quality-housing-programs,California,04000US06,california
51,Information,51,Information,5112,Software publishing,2018,2018,01000US,United States,TRUE,TRUE,47896,5365.799061,142401.381,11920.8339,479,software-publishing,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3115,Dairy product manufacturing,2018,2018,01000US,United States,TRUE,TRUE,20810,3539.603868,55397.3816,6041.539689,180,dairy-product-manufacturing,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,454310,Fuel dealers,2018,2018,01000US,United States,TRUE,TRUE,6683,2006.68066,51097.8969,9673.084261,65,fuel-dealers,California,04000US06,california
51,Information,51,Information,5121,Motion pictures & video industries,2018,2018,01000US,United States,TRUE,TRUE,145938,9340.20242,89635.80043,6933.663073,1494,motion-pictures-video-industries,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3116,Animal slaughtering & processing,2018,2018,01000US,United States,TRUE,TRUE,18688,3354.487408,37990.18466,5169.253132,151,animal-slaughtering-processing,California,04000US06,california
92,Public Administration,92,Public Administration,928P,National security & international affairs,2018,2018,01000US,United States,TRUE,TRUE,91337,7400.680651,69776.02056,2980.218028,767,national-security-international-affairs,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4542,Vending machine operators,2018,2018,01000US,United States,TRUE,TRUE,1916,1074.605207,58587.88674,20412.05376,20,vending-machine-operators,California,04000US06,california
51,Information,51,Information,5122,Sound recording industries,2018,2018,01000US,United States,TRUE,TRUE,6128,1921.581206,91694.04357,41431.68403,62,sound-recording-industries,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,311811,Retail bakeries,2018,2018,01000US,United States,TRUE,TRUE,25479,3916.086724,24202.52176,2958.241086,213,retail-bakeries,California,04000US06,california
92,Public Administration,92,Public Administration,923,Administration of human resource programs,2018,2018,01000US,United States,TRUE,TRUE,140300,9159.480649,49727.83743,3058.642911,1376,administration-of-human-resource-programs,California,04000US06,california
51,Information,51,Information,515,Broadcasting (except internet),2018,2018,01000US,United States,TRUE,TRUE,62463,6125.146061,102057.1769,11698.13923,595,broadcasting-except-internet,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3118Z,"Bakeries & tortilla manufacturing, except retail bakeries",2018,2018,01000US,United States,TRUE,TRUE,30467,4281.682919,42493.91325,8222.387024,267,bakeries-tortilla-manufacturing-except-retail-bakeries,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,454110,Electronic shopping and mail-order houses,2018,2018,01000US,United States,TRUE,TRUE,96147,7592.008354,71852.10246,7607.14078,880,electronic-shopping-and-mail-order-houses,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4539,Miscellaneous retail stores,2018,2018,01000US,United States,TRUE,TRUE,57152,5859.847311,40286.48814,5011.365041,507,miscellaneous-retail-stores,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,311M1,"Animal food, grain & oilseed milling",2018,2018,01000US,United States,TRUE,TRUE,7812,2169.500518,62823.33666,17414.60543,69,animal-food-grain-oilseed-milling,California,04000US06,california
92,Public Administration,92,Public Administration,9211MP,Executive offices & legislative bodies,2018,2018,01000US,United States,TRUE,TRUE,173162,10166.24213,67269.04823,2911.358068,1754,executive-offices-legislative-bodies,California,04000US06,california
51,Information,51,Information,517311,Wired telecommunications carriers,2018,2018,01000US,United States,TRUE,TRUE,58710,5938.918908,88776.61114,7175.185177,560,wired-telecommunications-carriers,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4533,Used merchandise stores,2018,2018,01000US,United States,TRUE,TRUE,18929,3376.024744,21767.34143,3730.051257,180,used-merchandise-stores,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,311M2,"Seafood & other miscellaneous foods, n.e.c. ",2018,2018,01000US,United States,TRUE,TRUE,33541,4492.103737,58713.15396,11625.04523,312,seafood-other-miscellaneous-foods-nec-,California,04000US06,california
92,Public Administration,92,Public Administration,92119,Other general government & support,2018,2018,01000US,United States,TRUE,TRUE,17430,3239.730895,61716.95513,6917.641938,174,other-general-government-support,California,04000US06,california
51,Information,51,Information,517Z,"Telecommunications, except wired telecommunications carriers ",2018,2018,01000US,United States,TRUE,TRUE,39754,4889.625578,92621.28153,11386.03634,377,telecommunications-except-wired-telecommunications-carriers-,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,311S,"Not specified food industries, manufacturing",2018,2018,01000US,United States,TRUE,TRUE,6713,2011.177904,51418.48488,11054.88611,54,not-specified-food-industries-manufacturing,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,45322,"Gift, novelty, & souvenir shops",2018,2018,01000US,United States,TRUE,TRUE,15051,3010.732794,26427.48874,8234.471806,159,gift-novelty-souvenir-shops,California,04000US06,california
92,Public Administration,92,Public Administration,92113,Public finance activities,2018,2018,01000US,United States,TRUE,TRUE,31801,4374.250053,71103.9472,8595.592957,341,public-finance-activities,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,45321,Office supplies & stationery stores,2018,2018,01000US,United States,TRUE,TRUE,12658,2761.223371,36926.41831,9519.060204,135,office-supplies-stationery-stores,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3121,Beverage manufacturing,2018,2018,01000US,United States,TRUE,TRUE,56659,5834.600436,60922.34986,6340.124587,547,beverage-manufacturing,California,04000US06,california
51,Information,51,Information,5182,"Data processing, hosting & related services",2018,2018,01000US,United States,TRUE,TRUE,23468,3758.58108,132892.7888,19799.57385,251,data-processing-hosting-related-services,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",814,Private households,2018,2018,01000US,United States,TRUE,TRUE,82736,7045.338748,21760.87493,1872.525342,729,private-households,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4531,Retail florists,2018,2018,01000US,United States,TRUE,TRUE,10260,2486.120603,40568.95809,9075.294254,75,retail-florists,California,04000US06,california
51,Information,51,Information,51912,Libraries & archives,2018,2018,01000US,United States,TRUE,TRUE,21667,3611.664978,34571.21614,5201.790176,229,libraries-archives,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4523,"General merchandise stores, including warehouse clubs and supercenters",2018,2018,01000US,United States,TRUE,TRUE,160578,9793.399018,30882.10549,2575.571593,1424,general-merchandise-stores-including-warehouse-clubs-and-supercenters,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3132Z,"Fabric mills, except knitting mills",2018,2018,01000US,United States,TRUE,TRUE,6717,2011.776776,34140.49516,7989.963826,71,fabric-mills-except-knitting-mills,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",813M,"Civic, social, advocacy organizations, & grantmaking & giving services",2018,2018,01000US,United States,TRUE,TRUE,102165,7824.65921,57953.70492,4663.722169,1022,civic-social-advocacy-organizations-grantmaking-giving-services,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,45221,Department stores,2018,2018,01000US,United States,TRUE,TRUE,104823,7925.191502,27692.39799,2632.331986,931,department-stores,California,04000US06,california
51,Information,51,Information,51913,"Internet publishing, broadcasting & web search portals",2018,2018,01000US,United States,TRUE,TRUE,75930,6750.647308,199744.0416,14861.15872,757,internet-publishing-broadcasting-web-search-portals,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3133,Textile & fabric finishing & coating mills,2018,2018,01000US,United States,TRUE,TRUE,2227,1158.530498,48626.56399,17486.76443,20,textile-fabric-finishing-coating-mills,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",8139Z,"Business, professional, political, & similar organizations",2018,2018,01000US,United States,TRUE,TRUE,15130,3018.617091,59620.8534,13910.88218,170,business-professional-political-similar-organizations,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,45121,Book stores & news dealers,2018,2018,01000US,United States,TRUE,TRUE,9668,2413.371165,28710.8494,16135.85267,108,book-stores-news-dealers,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,31411,Carpet & rug mills,2018,2018,01000US,United States,TRUE,TRUE,2244,1162.943403,46225.07977,17786.95133,26,carpet-rug-mills,California,04000US06,california
51,Information,51,Information,5191ZM,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",2018,2018,01000US,United States,TRUE,TRUE,6434,1968.956525,137251.2305,37204.81591,57,other-information-services-except-libraries-archives-internet-publishing-broadcasting-web-search-portals,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4511M,"Sporting goods, and hobby & toy stores ",2018,2018,01000US,United States,TRUE,TRUE,46511,5287.857023,28073.51009,3280.83169,420,sporting-goods-and-hobby-toy-stores-,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,314Z,"Textile product mills, except carpets & rugs ",2018,2018,01000US,United States,TRUE,TRUE,7900,2181.680267,38765.72722,7039.245745,78,textile-product-mills-except-carpets-rugs-,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",81393,Labor unions,2018,2018,01000US,United States,TRUE,TRUE,11377,2617.873413,76524.60376,10596.87281,117,labor-unions,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,45114,Musical instrument & supplies stores,2018,2018,01000US,United States,TRUE,TRUE,5438,1810.203734,33819.55664,8903.910369,53,musical-instrument-supplies-stores,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",52,Finance & Insurance,5221M,"Savings institutions, including credit unions ",2018,2018,01000US,United States,TRUE,TRUE,23051,3725.082582,73004.87207,11785.59708,234,savings-institutions-including-credit-unions-,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",8131,Religious organizations,2018,2018,01000US,United States,TRUE,TRUE,93343,7481.081126,37345.27078,3149.690676,1065,religious-organizations,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,45113,"Sewing, needlework, & piece goods stores ",2018,2018,01000US,United States,TRUE,TRUE,8444,2255.511134,25122.51457,4649.560718,79,sewing-needlework-piece-goods-stores-,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,315M,"Cut and sew, and apparel accessories and other apparel manufacturing",2018,2018,01000US,United States,TRUE,TRUE,50240,5495.164322,38645.50633,5185.342962,473,cut-and-sew-and-apparel-accessories-and-other-apparel-manufacturing,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",52,Finance & Insurance,522M,Nondepository credit & related activities,2018,2018,01000US,United States,TRUE,TRUE,114982,8297.946908,103622.1821,8151.338581,1089,nondepository-credit-related-activities,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4483,"Jewelry, luggage, & leather goods stores ",2018,2018,01000US,United States,TRUE,TRUE,15280,3033.53069,41848.06243,7640.275756,153,jewelry-luggage-leather-goods-stores-,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3162,Footwear manufacturing,2018,2018,01000US,United States,TRUE,TRUE,2332,1185.523981,61236.06647,27727.74496,22,footwear-manufacturing,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",8129,Other personal services,2018,2018,01000US,United States,TRUE,TRUE,63170,6159.589081,34211.8272,3658.145305,541,other-personal-services,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,44821,Shoe stores,2018,2018,01000US,United States,TRUE,TRUE,31377,4345.043725,28857.34375,5256.944632,265,shoe-stores,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",52,Finance & Insurance,5241,Insurance carriers,2018,2018,01000US,United States,TRUE,TRUE,167968,10014.10045,81769.33842,4552.096034,1696,insurance-carriers,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,316M,"Leather tanning & finishing, & other allied products manufacturing ",2018,2018,01000US,United States,TRUE,TRUE,1399,918.2615632,33305.61973,14374.58877,21,leather-tanning-finishing-other-allied-products-manufacturing-,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",8123,Drycleaning & laundry services,2018,2018,01000US,United States,TRUE,TRUE,29245,4195.082696,32190.28258,5491.574289,253,drycleaning-laundry-services,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",52,Finance & Insurance,5242,"Agencies, brokerages, and other insurance related activities",2018,2018,01000US,United States,TRUE,TRUE,61249,6065.540646,90987.86909,9887.032432,630,agencies-brokerages-and-other-insurance-related-activities,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,31M,"Knitting fabric mills, & apparel knitting mills ",2018,2018,01000US,United States,TRUE,TRUE,1596,980.7799266,60070.43233,20815.13344,15,knitting-fabric-mills-apparel-knitting-mills-,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4481,Clothing stores,2018,2018,01000US,United States,TRUE,TRUE,171006,10103.37817,32028.34744,2890.72759,1540,clothing-stores,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,447,Gasoline stations,2018,2018,01000US,United States,TRUE,TRUE,43750,5128.90842,27801.84937,3546.412419,367,gasoline-stations,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3211,Sawmills & wood preservation,2018,2018,01000US,United States,TRUE,TRUE,5636,1842.853919,45931.51065,12242.38283,54,sawmills-wood-preservation,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",8122,"Funeral homes, & cemeteries & crematories ",2018,2018,01000US,United States,TRUE,TRUE,13431,2844.223063,48230.62184,8396.366347,146,funeral-homes-cemeteries-crematories-,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",52,Finance & Insurance,52M1,Banking & related activities,2018,2018,01000US,United States,TRUE,TRUE,164216,9902.685693,92881.2608,6247.753782,1606,banking-related-activities,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,446Z,"Health & personal care, except drug, stores ",2018,2018,01000US,United States,TRUE,TRUE,54632,5729.612229,48715.75167,7147.722891,471,health-personal-care-except-drug-stores-,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3212,"Veneer, plywood, & engineered wood products ",2018,2018,01000US,United States,TRUE,TRUE,586,594.3145435,28666.32253,36797.59045,12,veneer-plywood-engineered-wood-products-,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",8121M,Nail salons & other personal care services,2018,2018,01000US,United States,TRUE,TRUE,51051,5539.21204,25500.42446,3384.330984,495,nail-salons-other-personal-care-services,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",52,Finance & Insurance,52M2,"Securities, commodities, funds, trusts & other financial investments",2018,2018,01000US,United States,TRUE,TRUE,123506,8597.935499,143458.3638,10625.86194,1254,securities-commodities-funds-trusts-other-financial-investments,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,32199M,Prefabricated wood buildings & mobile homes,2018,2018,01000US,United States,TRUE,TRUE,2504,1228.460274,72048.91893,43651.46737,20,prefabricated-wood-buildings-mobile-homes,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,44611,Pharmacies & drug stores,2018,2018,01000US,United States,TRUE,TRUE,80192,6936.67873,53174.6704,5380.046479,768,pharmacies-drug-stores,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4453,"Beer, wine, & liquor stores ",2018,2018,01000US,United States,TRUE,TRUE,18581,3344.880545,44801.08471,9782.612315,170,beer-wine-liquor-stores-,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3219ZM,Miscellaneous wood products,2018,2018,01000US,United States,TRUE,TRUE,19241,3403.703828,41110.70449,7231.539041,169,miscellaneous-wood-products,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",812112,Beauty salons,2018,2018,01000US,United States,TRUE,TRUE,83700,7086.069925,27521.09566,2455.145273,740,beauty-salons,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",53,"Real Estate, Rental & Leasing",5313,"Real estate property managers, offices of real estate appraisers, and other activities related to real estate",2018,2018,01000US,United States,TRUE,TRUE,81305,6984.429392,56745.35315,5486.115472,757,real-estate-property-managers-offices-of-real-estate-appraisers-and-other-activities-related-to-real-estate,California,04000US06,california
52-53,"Finance & Insurance, and Real Estate, Rental & Leasing",53,"Real Estate, Rental & Leasing",531M,"Lessors of real estate, and offices of real estate agents and brokers",2018,2018,01000US,United States,TRUE,TRUE,235355,11831.0112,82258.18124,5408.825729,2256,lessors-of-real-estate-and-offices-of-real-estate-agents-and-brokers,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,3221,"Pulp, paper, & paperboard mills ",2018,2018,01000US,United States,TRUE,TRUE,9241,2359.503029,56190.60719,9834.63553,77,pulp-paper-paperboard-mills-,California,04000US06,california
81,"Other Services, Except Public Administration",81,"Other Services, Except Public Administration",812111,Barber shops,2018,2018,01000US,United States,TRUE,TRUE,8725,2292.715265,25121.23026,4950.015408,63,barber-shops,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,4452,Specialty food stores,2018,2018,01000US,United States,TRUE,TRUE,28812,4163.961945,27986.70262,3949.931556,268,specialty-food-stores,California,04000US06,california
31-33,Manufacturing,31-33,Manufacturing,32221,Paperboard container manufacturing,2018,2018,01000US,United States,TRUE,TRUE,10061,2461.906393,52399.58622,10162.28524,91,paperboard-container-manufacturing,California,04000US06,california
44-45,Retail Trade,44-45,Retail Trade,44512,Convenience Stores,2018,2018,01000US,United States,TRUE,TRUE,13954,2899.027933,28196.96295,5063.877685,121,convenience-stores,California,04000US06,california
